"hospital_id","year","state","g","p","charity_care","uninsured_cost","medicaid_mix","hospital_ownership_type"
500014,2015,"washington",2014,1,0.0157459182614904,0.00996331549977362,0.162114577036424,"non-profit"
500014,2016,"washington",2014,1,0.0110097582424075,0.0074567589046648,0.162229555799365,"non-profit"
500014,2017,"washington",2014,1,0.0155662874470695,0.00779886254855699,0.155290682941119,"non-profit"
500014,2018,"washington",2014,1,0.0159106125177666,0.00674981880589667,0.145050926983922,"non-profit"
500014,2019,"washington",2014,1,0.0214369280659693,0.00746056215678088,0.145458365907113,"non-profit"
500014,2020,"washington",2014,1,0.0144093869394603,0.00861493476808274,0.171155131530784,"non-profit"
500014,2021,"washington",2014,1,0.0122554157795146,0.00868495774150073,0.171986919650212,"non-profit"
500014,2022,"washington",2014,1,0.018490494246402,0.00499297667448429,0.178981182591838,"non-profit"
500014,2023,"washington",2014,1,0.0151785242282484,0.00485795919447499,0.184764094427421,"non-profit"
500141,2011,"washington",2014,1,0.0078995625283775,0.00756663692491986,0.152514808161447,"non-profit"
500141,2012,"washington",2014,1,0.0245727480403201,0.0317099737843877,0.157622878057963,"non-profit"
500141,2013,"washington",2014,1,0.0303649495665797,0.0378502621976904,0.148644027813362,"non-profit"
500141,2014,"washington",2014,1,0.0570227817566347,0.0256099895160722,0.184216524564857,"non-profit"
500141,2015,"washington",2014,1,0.0174396297595932,0.00701203846027105,0.223728957702063,"non-profit"
500141,2016,"washington",2014,1,0.0206046739310754,0.00401268112783999,0.232492329942207,"non-profit"
500141,2017,"washington",2014,1,0.0191240317917973,0.00756709197970989,0.233174863153919,"non-profit"
500141,2018,"washington",2014,1,0.0244624996642683,0.00757563754453326,0.23389317678804,"non-profit"
500141,2019,"washington",2014,1,0.0254050769868463,0.0084908065666229,0.219009182647327,"non-profit"
500141,2020,"washington",2014,1,0.0332025964722563,0.00476624134814783,0.214463415402236,"non-profit"
500141,2021,"washington",2014,1,0.00145674244631814,0.00672193149703525,0.215168278138544,"non-profit"
500141,2022,"washington",2014,1,0.0327814417972739,0.0119010911904887,0.222491868013185,"non-profit"
500141,2023,"washington",2014,1,0.0237887592861528,0.0078192580246754,0.224552584821406,"non-profit"
501325,2011,"washington",2014,0,0.015586315303871,0.0415282383286654,0.301137239136417,"governmental"
501325,2012,"washington",2014,0,0.016551964851659,0.0480858529628632,0.232409637582377,"governmental"
501325,2013,"washington",2014,0,0.0173999994929516,0.0570188596650607,0.261420202883059,"governmental"
501325,2014,"washington",2014,0,0.0140861962421592,0.0451903688927538,0.229581196644152,"governmental"
501325,2015,"washington",2014,0,0.00494024109811661,0.0401958950931079,0.254979527272802,"governmental"
501325,2016,"washington",2014,0,0.0150275146083437,7.13446292548737e-06,0.228949615533934,"governmental"
501325,2017,"washington",2014,0,0.12028274344667,0.0188119516335472,0.240463126578479,"governmental"
501325,2018,"washington",2014,0,0.0182486592593607,0.0216044277288184,0.349993444606119,"governmental"
501325,2019,"washington",2014,0,0.0152628315081561,0.0214879214560269,0.313658835915273,"governmental"
501325,2020,"washington",2014,0,0.0162244181479643,0.0231751058438577,0.278344943495511,"governmental"
501325,2021,"washington",2014,0,0.0162059144769771,0.0145754675103846,0.297397853389888,"governmental"
501325,2022,"washington",2014,0,0.0105658247610508,0.0332145639731825,0.30944321565899,"governmental"
501325,2023,"washington",2014,0,0.0105658247610508,0.0181056102411645,0.120789567934785,"governmental"
500151,2011,"washington",2014,1,0.0248091391092572,0.0326217372436671,0.0941466601233173,"non-profit"
500151,2012,"washington",2014,1,0.0192935186402853,0.0277974256998932,0.0923725089818202,"non-profit"
500151,2013,"washington",2014,1,0.0354335855065152,0.0385502014053448,0.0980312365757068,"non-profit"
500151,2014,"washington",2014,1,0.0492418425602373,0.0200070764316507,0.124289449267527,"non-profit"
500151,2015,"washington",2014,1,0.0112539225282102,0.00284164120089651,0.163120027359589,"non-profit"
500151,2016,"washington",2014,1,0.0113438210311562,0.00423470375060132,0.172159707086463,"non-profit"
500151,2017,"washington",2014,1,0.0114502740045895,0.0061804956123055,0.157535698112908,"non-profit"
